序号,代码,名称,最新价(元) 2026.06.09,涨跌幅(%) 2026.06.09,市盈率(TTM)(倍) 2026.06.09,证券类型,涨跌额(元) 2026.06.09,最高价(元) 2026.06.09,最低价(元) 2026.06.09,换手率(%) 2026.06.09,量比 2026.06.09,成交量(股) 2026.06.09,成交额(元) 2026.06.09,市盈率(动)(倍) 2026.06.09,市净率(倍) 2026.06.09,总市值(元) 2026.06.09,流通市值(元) 2026.06.09
829,600581,*ST八钢,2.62,-3.68,-2.19,A股,-0.100,2.77,2.60,1.96,2.64,3005.79万,8113.60万,-3.07,-1.9088,40.16亿,40.16亿
830,002634,*ST棒杰,4.75,-4.81,-2.19,A股,-0.240,4.99,4.74,3.93,1.15,1737.66万,8387.00万,-9.71,-2.8042,21.82亿,21.01亿
831,000761,本钢板材,2.38,-4.03,-2.30,A股,-0.100,2.48,2.35,0.58,1.17,2153.92万,5147.61万,-2.28,1.6505,97.78亿,88.26亿
832,600984,建设机械,4.19,-2.78,-2.36,A股,-0.120,4.40,4.06,4.11,1.19,5170.38万,2.16亿,-4.72,2.9443,52.67亿,52.67亿
833,002124,天邦食品,2.30,-1.29,-2.38,A股,-0.030,2.36,2.26,3.26,0.76,6430.55万,1.48亿,-1.81,3.0809,51.10亿,45.36亿
834,600322,津投城开,2.58,-1.53,-2.43,A股,-0.040,2.64,2.50,2.68,0.66,2968.79万,7598.45万,6238.67,37.5042,28.53亿,28.53亿
835,002431,ST棕榈,1.57,-0.63,-2.45,A股,-0.010,1.61,1.55,0.67,0.45,1204.46万,1893.25万,-5.58,9.5250,28.30亿,28.30亿
836,601588,北辰实业,2.09,-5.86,-2.47,A股,-0.130,2.34,2.07,7.51,2.11,2.00亿,4.27亿,-11.66,1.0741,70.37亿,55.59亿
837,600622,光大嘉宝,2.31,-5.71,-2.50,A股,-0.140,2.48,2.27,3.40,1.01,5091.77万,1.18亿,-7.76,1.7335,34.64亿,34.64亿
838,600153,建发股份,9.31,-0.96,-2.52,A股,-0.090,9.47,9.01,1.06,1.43,3074.08万,2.83亿,9.62,0.6268,269.95亿,269.95亿
839,920985,海泰新能,5.71,-0.87,-2.57,A股,-0.050,5.81,5.60,1.31,0.71,287.77万,1641.28万,-11.46,2.8058,17.67亿,12.52亿
840,600658,电子城,4.38,-0.90,-2.58,A股,-0.040,4.45,4.30,0.96,0.81,1071.96万,4675.78万,-10.46,1.2091,48.99亿,48.99亿
841,000736,中交地产,4.34,-4.41,-2.67,A股,-0.200,4.59,4.33,2.90,1.01,2166.16万,9522.11万,235.99,2.6757,32.42亿,32.42亿
842,600745,*ST闻泰,19.87,-4.97,-2.69,A股,-1.040,21.33,19.87,4.38,1.04,5454.66万,11.04亿,-32.66,1.0816,247.32亿,247.32亿
843,002789,*ST建艺,13.33,2.38,-2.75,A股,0.310,13.59,13.17,2.89,0.80,452.89万,6042.19万,-10.01,13.9931,21.28亿,20.86亿
844,002567,唐人神,3.36,-0.59,-2.77,A股,-0.020,3.41,3.32,0.93,0.78,1328.42万,4459.85万,-1.92,1.1586,48.15亿,48.10亿
845,002726,ST龙大,1.58,-0.63,-2.79,A股,-0.010,1.62,1.56,2.09,0.54,2258.77万,3589.83万,-429.05,3.2622,17.05亿,17.04亿
846,600193,退市创兴,0.17,-10.53,-2.82,A股,-0.020,0.19,0.17,8.15,1.71,3465.66万,598.45万,7.27,1.0983,7231.34万,7231.34万
847,002314,南山控股,2.46,-7.52,-2.82,A股,-0.200,2.62,2.39,12.11,1.37,1.62亿,3.95亿,-11.64,0.9888,66.61亿,32.92亿
848,002305,*ST南置,2.17,-1.36,-2.84,A股,-0.030,2.21,2.15,1.19,0.69,2068.00万,4483.28万,59.58,15.0335,37.63亿,37.63亿
849,600636,退市国化,1.71,-10.00,-2.85,A股,-0.190,1.90,1.71,5.12,0.89,2247.40万,3959.18万,-8.64,0.4284,7.50亿,7.50亿
850,000822,山东海化,4.51,-0.88,-2.88,A股,-0.040,4.63,4.46,1.54,0.87,1374.98万,6211.67万,-12.58,1.0788,40.37亿,40.37亿
851,600881,亚泰集团,1.61,-3.01,-2.90,A股,-0.050,1.67,1.56,3.57,1.16,1.15亿,1.85亿,-5.79,12.1013,52.04亿,52.04亿
852,300477,ST合纵,2.47,0.41,-2.94,A股,0.010,2.48,2.39,1.82,0.54,1802.86万,4394.50万,-17.96,31.9319,26.48亿,24.48亿
853,000004,*ST国华,-,-,-2.98,A股,-,-,-,-,-,-,-,-14.30,9.8888,3.65亿,3.49亿
854,688529,豪森智能,17.78,0.23,-2.98,A股,0.040,18.49,17.43,1.37,1.15,231.06万,4141.12万,-7.94,3.0185,29.90亿,29.90亿
855,688184,ST帕瓦,11.85,2.07,-2.98,A股,0.240,11.88,11.48,1.12,0.81,110.42万,1295.49万,23.02,1.7286,18.57亿,11.63亿
856,920305,*ST云创,-,-,-3.00,A股,-,-,-,-,-,-,-,-21.04,0.9854,4.73亿,2.90亿
857,600231,凌钢股份,1.90,0.00,-3.06,A股,0.000,1.93,1.86,0.35,0.95,996.38万,1886.39万,-2.84,1.5320,54.57亿,53.89亿
858,002542,*ST中岩,1.60,1.27,-3.07,A股,0.020,1.63,1.56,1.45,0.81,2549.57万,4055.89万,-17.13,-17.8733,28.90亿,28.14亿
859,603825,ST华扬,7.55,-5.03,-3.08,A股,-0.400,8.06,7.55,2.18,2.88,553.54万,4273.67万,-20.07,61.4092,19.13亿,19.13亿
860,300212,*ST易录,11.33,-2.58,-3.08,A股,-0.300,11.98,11.25,4.75,0.65,3319.01万,3.84亿,-42.42,-4.0767,81.56亿,79.14亿
861,000838,*ST发展,1.80,5.26,-3.09,A股,0.090,1.80,1.73,2.97,1.24,3125.00万,5575.55万,-34.36,-9.2328,19.81亿,18.97亿
862,002672,东江环保,3.53,-0.56,-3.16,A股,-0.020,3.59,3.46,0.94,0.79,848.13万,2979.99万,-6.49,1.7509,39.02亿,31.95亿
863,600643,爱建集团,3.98,-0.75,-3.16,A股,-0.030,4.05,3.94,0.73,0.97,1158.98万,4625.07万,200.78,0.6456,63.41亿,63.30亿
864,002193,ST如意,4.55,-1.52,-3.18,A股,-0.070,4.67,4.52,1.68,0.77,439.21万,2009.41万,-9.79,4.4222,11.91亿,11.91亿
865,603377,ST东时,3.58,-1.10,-3.35,A股,-0.040,3.64,3.57,0.43,0.40,305.39万,1100.26万,-9.57,81.8295,25.61亿,25.61亿
866,300621,维业股份,7.29,-0.14,-3.37,A股,-0.010,7.46,7.18,2.46,0.79,497.41万,3638.59万,-8.31,2.8247,15.17亿,14.76亿
867,300044,*ST赛为,5.71,-0.35,-3.47,A股,-0.020,5.79,5.62,1.77,0.74,1263.17万,7200.36万,-101.68,-3.8086,43.62亿,40.85亿
868,300513,恒实科技,7.76,1.04,-3.50,A股,0.080,7.87,7.60,2.30,0.88,659.65万,5112.07万,-22.95,4.5121,24.34亿,22.29亿
869,300123,ST亚光,4.29,0.47,-3.56,A股,0.020,4.34,4.24,2.73,0.59,2709.08万,1.16亿,-37.11,14.0450,43.84亿,42.64亿
870,600655,豫园股份,4.42,-0.67,-3.59,A股,-0.030,4.46,4.33,0.31,1.02,1204.61万,5291.56万,27.39,0.5738,171.99亿,171.93亿
871,000903,ST云动,1.88,5.03,-3.62,A股,0.090,1.88,1.75,1.88,0.93,3619.56万,6617.20万,-23.44,5.9133,36.38亿,36.10亿
872,002022,科华生物,5.13,-0.19,-3.63,A股,-0.010,5.22,5.06,1.10,0.87,565.55万,2904.00万,-13.61,1.0410,26.39亿,26.38亿
873,000898,鞍钢股份,1.96,-1.51,-3.69,A股,-0.030,1.99,1.93,0.41,0.82,3300.52万,6439.53万,-3.15,0.4326,183.64亿,155.97亿
874,002694,*ST顾地,2.40,-2.04,-3.72,A股,-0.050,2.49,2.39,0.55,0.63,398.63万,970.08万,-48.78,-24.3398,18.31亿,17.25亿
875,600476,*ST湘邮,10.80,-0.37,-3.74,A股,-0.040,11.05,10.64,1.12,0.69,180.66万,1953.13万,165.52,-3.9363,17.40亿,17.40亿
876,300091,*ST金灵,2.86,-1.38,-3.77,A股,-0.040,2.92,2.85,0.66,0.99,1085.42万,3120.01万,-2.36,6.2615,81.28亿,46.77亿
877,002037,保利联合,6.95,0.00,-3.86,A股,0.000,7.10,6.85,0.98,0.83,475.92万,3294.91万,-10.29,3.2742,33.63亿,33.63亿
878,603567,珍宝岛,6.67,0.91,-3.87,A股,0.060,6.75,6.48,1.10,0.77,1031.08万,6825.38万,-8.72,1.0286,62.76亿,62.66亿
879,688573,信宇人,19.40,2.70,-3.95,A股,0.510,19.42,18.93,4.55,0.85,242.00万,4654.51万,-13.34,5.4836,18.96亿,10.32亿
880,601005,重庆钢铁,1.26,0.00,-3.98,A股,0.000,1.27,1.25,0.46,0.63,3802.41万,4779.28万,-14.00,0.8128,111.53亿,104.75亿
881,000877,天山股份,4.11,0.24,-4.01,A股,0.010,4.13,4.05,0.12,0.78,843.50万,3445.16万,-4.89,0.3954,292.24亿,292.24亿
882,300205,*ST天喻,5.88,0.17,-4.16,A股,0.010,5.93,5.82,0.35,0.49,149.66万,878.29万,-14.84,6.0804,25.29亿,25.29亿
883,000759,中百集团,6.02,-3.99,-4.18,A股,-0.250,6.28,5.88,17.66,1.45,1.16亿,6.99亿,-10.24,5.5099,39.88亿,39.47亿
884,000909,*ST数源,4.14,-4.83,-4.18,A股,-0.210,4.34,4.13,1.61,1.15,704.57万,2936.59万,-66.89,2.9580,18.12亿,18.12亿
885,300422,博世科,5.08,-0.20,-4.21,A股,-0.010,5.18,5.00,2.15,0.78,1108.92万,5626.38万,14.66,4.0906,27.12亿,26.25亿
886,300197,节能铁汉,2.94,-2.65,-4.27,A股,-0.080,3.04,2.79,15.95,0.89,4.73亿,13.66亿,-17.96,-24.2128,87.18亿,87.18亿
887,000665,湖北广电,4.20,-1.64,-4.35,A股,-0.070,4.27,4.17,1.10,0.78,1248.59万,5247.15万,-10.39,1.4964,47.76亿,47.76亿
888,600569,安阳钢铁,1.82,-1.62,-4.35,A股,-0.030,1.86,1.80,0.56,0.95,1596.06万,2904.38万,-1.90,3.5868,52.28亿,52.28亿
889,300147,*ST香雪,9.43,0.00,-4.40,A股,0.000,9.57,9.30,0.86,0.79,568.45万,5354.23万,-13.99,-13.2265,62.36亿,61.99亿
890,002129,TCL中环,9.81,9.98,-4.41,A股,0.890,9.81,8.43,7.76,1.58,3.14亿,29.04亿,-6.02,1.9825,396.63亿,396.30亿
891,300614,百川畅银,11.25,1.44,-4.41,A股,0.160,11.46,10.97,1.97,0.94,316.26万,3552.42万,-22.23,2.4983,18.05亿,18.05亿
892,600939,重庆建工,2.78,-8.25,-4.44,A股,-0.250,3.12,2.73,2.62,1.84,4978.44万,1.40亿,-35.21,0.7546,52.89亿,52.89亿
893,000635,英 力 特,6.91,2.52,-4.54,A股,0.170,7.06,6.62,3.20,2.00,1172.94万,8014.67万,-5.28,2.4698,27.23亿,25.35亿
894,600072,中船科技,9.92,0.00,-4.55,A股,0.000,10.05,9.72,1.74,0.67,1882.21万,1.85亿,-18.84,1.9572,148.86亿,107.47亿
895,000545,金浦钛业,2.40,2.13,-4.67,A股,0.050,2.40,2.30,2.96,0.90,2920.63万,6903.88万,-20.84,3.7967,23.68亿,23.65亿
896,000031,大悦城,2.52,-4.55,-4.67,A股,-0.120,2.67,2.46,1.46,0.86,6237.05万,1.57亿,-12.21,1.0562,108.02亿,108.01亿
897,603815,交建股份,5.75,-1.54,-4.69,A股,-0.090,5.93,5.67,1.64,0.56,1012.64万,5822.92万,15.51,2.2602,35.59亿,35.59亿
898,600975,新五丰,4.78,-1.24,-4.69,A股,-0.060,4.86,4.74,0.50,0.72,626.02万,2993.11万,-3.96,3.3436,59.73亿,59.73亿
899,002682,龙洲股份,4.92,-0.20,-4.70,A股,-0.010,5.01,4.85,2.88,1.13,1620.87万,7999.89万,-15.02,5.2509,27.67亿,27.67亿
900,688496,*ST清越,1.22,-4.69,-4.76,A股,-0.060,1.29,1.17,6.37,0.55,1514.77万,1857.73万,-4.23,0.6157,5.49亿,2.90亿
901,000717,中南股份,2.12,-0.47,-4.76,A股,-0.010,2.15,2.10,0.58,0.86,1397.70万,2954.59万,-22.28,0.7682,51.39亿,51.38亿
902,600567,山鹰国际,1.28,-2.29,-4.85,A股,-0.030,1.33,1.27,1.72,2.19,1.08亿,1.39亿,-4.06,0.5462,80.74亿,80.74亿
903,600876,凯盛新能,8.66,0.70,-4.89,A股,0.060,8.92,8.42,1.08,0.65,429.21万,3705.27万,-3.96,2.0336,55.92亿,34.27亿
904,002387,维信诺,8.75,0.69,-4.92,A股,0.060,8.88,8.48,3.24,0.91,4525.89万,3.92亿,-4.88,4.6875,122.22亿,122.06亿
905,600791,京能置业,12.39,-6.63,-4.94,A股,-0.880,13.70,12.04,7.60,1.78,3436.36万,4.28亿,-18.85,-9.2540,56.11亿,56.04亿
906,000059,华锦股份,4.26,-4.05,-4.95,A股,-0.180,4.44,4.14,1.96,0.85,3139.04万,1.34亿,38.40,0.6991,68.14亿,68.13亿
907,300291,百纳千成,5.81,-2.35,-5.05,A股,-0.140,5.97,5.66,4.39,0.62,4080.17万,2.36亿,102.22,2.6836,54.72亿,54.03亿
908,300366,ST创意,5.30,1.34,-5.13,A股,0.070,5.32,5.21,0.90,0.80,477.51万,2512.23万,-15.11,2.7987,32.20亿,28.12亿
909,002425,凯撒文化,2.97,0.00,-5.17,A股,0.000,3.05,2.92,2.25,0.89,2069.82万,6182.13万,59.92,1.1459,28.41亿,27.33亿
910,300118,东方日升,13.58,3.98,-5.30,A股,0.520,13.63,12.86,5.03,0.86,4664.82万,6.21亿,-10.72,1.8664,154.81亿,125.86亿
911,688599,天合光能,13.58,2.80,-5.31,A股,0.370,13.67,12.95,1.75,0.99,4108.20万,5.49亿,-28.10,1.5589,318.12亿,318.12亿
912,600537,*ST亿晶,2.44,-4.31,-5.35,A股,-0.110,2.54,2.42,3.82,1.07,4521.93万,1.11亿,-11.03,-19.8726,28.88亿,28.88亿
913,002355,兴民智通,5.05,0.00,-5.38,A股,0.000,5.18,4.99,2.28,0.83,1412.02万,7119.08万,-5.05,4.1248,33.76亿,31.22亿
914,000952,广济药业,6.27,0.00,-5.44,A股,0.000,6.38,6.17,1.83,1.12,630.65万,3955.92万,-17.18,3.4865,21.74亿,21.57亿
915,688598,金博股份,33.77,5.66,-5.50,A股,1.810,34.00,31.76,6.71,1.02,1365.62万,4.50亿,-22.29,1.8162,70.10亿,68.75亿
916,601908,京运通,3.51,1.74,-5.51,A股,0.060,3.64,3.31,2.23,1.03,5385.56万,1.86亿,-14.14,1.1447,84.75亿,84.75亿
917,600307,酒钢宏兴,1.54,-1.28,-5.56,A股,-0.020,1.57,1.51,0.92,1.15,5774.70万,8824.68万,-13.26,1.8138,96.46亿,96.46亿
918,600121,郑州煤电,4.85,-7.62,-5.56,A股,-0.400,5.10,4.73,15.82,0.77,1.93亿,9.27亿,-7.56,8.0303,59.09亿,59.09亿
919,000517,荣安地产,2.10,-9.87,-5.60,A股,-0.230,2.51,2.10,5.04,2.76,1.26亿,2.81亿,-58.75,1.4398,66.86亿,52.33亿
920,000042,中洲控股,9.42,-2.18,-5.66,A股,-0.210,9.71,9.25,1.06,1.25,705.82万,6650.59万,-23.64,2.7633,62.63亿,62.56亿
921,600470,六国化工,5.23,-0.95,-5.69,A股,-0.050,5.35,5.13,3.09,0.96,1614.25万,8414.98万,-7.55,1.7902,27.28亿,27.28亿
922,000610,*ST西旅,7.14,-0.97,-5.92,A股,-0.070,7.33,7.10,1.42,1.20,334.60万,2408.34万,-15.87,-20.8247,16.90亿,16.81亿
923,601015,陕西黑猫,3.64,-6.19,-6.05,A股,-0.240,3.80,3.57,4.16,0.66,8488.64万,3.09亿,-5.93,1.5454,74.35亿,74.35亿
924,300393,中来股份,8.43,2.31,-6.17,A股,0.190,8.49,8.03,3.28,0.85,3132.51万,2.60亿,-9.15,5.1864,91.86亿,80.58亿
925,002329,皇氏集团,3.36,0.00,-6.21,A股,0.000,3.44,3.26,7.84,1.17,5109.93万,1.71亿,171.72,5.6135,27.97亿,21.89亿
926,300472,*ST新元,7.86,-2.00,-6.27,A股,-0.160,8.14,7.85,1.54,1.09,379.56万,3019.39万,-26.57,94.0849,21.64亿,19.33亿
927,600438,通威股份,13.17,2.17,-6.30,A股,0.280,13.19,12.69,1.03,0.99,4645.38万,6.05亿,-6.06,1.6959,592.91亿,592.91亿
928,600525,ST长园,5.00,-0.60,-6.35,A股,-0.030,5.10,4.98,0.55,0.62,727.79万,3651.35万,149.86,2.3465,65.94亿,65.94亿
929,600448,华纺股份,2.92,-2.01,-6.36,A股,-0.060,3.00,2.88,3.25,0.78,2043.97万,5982.74万,-16.33,2.0169,18.39亿,18.39亿
930,603113,金能科技,4.89,-0.81,-6.44,A股,-0.040,4.96,4.82,0.83,0.84,702.32万,3425.36万,-1.76,0.5725,41.49亿,41.49亿
931,002855,捷荣技术,11.12,1.65,-6.50,A股,0.180,11.25,10.68,2.22,0.94,546.13万,6039.11万,-37.16,13.2292,27.40亿,27.38亿
932,002663,普邦股份,1.77,-1.12,-6.50,A股,-0.020,1.83,1.75,2.33,0.93,3976.29万,7045.88万,-128.02,1.5793,30.50亿,30.22亿
933,600800,渤海化学,3.69,0.27,-6.60,A股,0.010,3.77,3.62,1.61,0.79,1781.64万,6546.45万,-7.17,4.1856,40.96亿,40.95亿
934,600052,东望时代,3.78,-2.07,-6.64,A股,-0.080,3.94,3.74,1.57,0.64,1323.92万,5009.98万,-40.92,1.4779,31.91亿,31.91亿
935,300426,华智数媒,5.94,1.37,-6.74,A股,0.080,6.04,5.73,2.16,1.09,863.40万,5111.01万,-39.89,28.7830,26.75亿,23.76亿
936,600303,曙光股份,3.41,-0.29,-6.75,A股,-0.010,3.48,3.34,8.92,0.98,6042.03万,2.06亿,-9.68,2.4741,23.31亿,23.10亿
937,603718,*ST海利,3.27,-0.91,-6.75,A股,-0.030,3.34,3.24,0.88,0.57,568.50万,1867.97万,84.11,2.4051,21.32亿,21.22亿
938,002630,*ST华西,1.86,5.08,-6.81,A股,0.090,1.86,1.80,1.39,0.46,1496.74万,2746.26万,-29.88,-28.8453,21.96亿,20.02亿
939,002459,晶澳科技,8.32,3.48,-6.82,A股,0.280,8.33,7.92,1.65,1.12,5454.51万,4.46亿,-6.45,1.3253,275.37亿,275.04亿
940,002798,帝欧水华,6.16,-5.23,-6.83,A股,-0.340,6.72,6.06,6.83,1.46,3309.50万,2.07亿,-58.46,1.7796,34.20亿,29.84亿
941,300110,华仁药业,2.68,-1.11,-6.84,A股,-0.030,2.73,2.65,1.70,1.36,2008.86万,5385.83万,49.63,3.7107,31.68亿,31.66亿
942,601238,广汽集团,5.89,-0.67,-6.90,A股,-0.040,5.96,5.81,0.27,0.94,2009.61万,1.18亿,-22.88,0.5762,600.61亿,434.90亿
943,603982,泉峰汽车,6.50,-0.76,-6.94,A股,-0.050,6.63,6.43,1.46,0.85,496.65万,3233.67万,-5.60,1.1187,23.73亿,22.07亿
944,300081,ST恒信,4.41,1.85,-7.03,A股,0.080,4.41,4.25,2.02,0.91,1220.26万,5290.33万,-15.61,3.3835,26.67亿,26.67亿
945,605122,四方新材,12.42,-1.04,-7.05,A股,-0.130,12.80,12.20,1.80,1.08,310.41万,3852.26万,80.36,1.2314,21.41亿,21.41亿
946,002382,蓝帆医疗,5.91,0.34,-7.08,A股,0.020,6.04,5.76,1.68,0.97,1672.51万,9871.59万,1546.16,0.8619,59.55亿,58.97亿
947,301098,金埔园林,9.38,14.95,-7.18,A股,1.220,9.79,7.93,20.63,2.78,3604.94万,3.21亿,-28.57,1.5827,19.58亿,16.39亿
948,688298,东方生物,19.69,-0.15,-7.19,A股,-0.030,19.86,19.43,0.45,0.62,91.41万,1798.93万,-10.57,0.6735,39.70亿,39.70亿
949,600117,西宁特钢,2.23,-2.19,-7.24,A股,-0.050,2.29,2.19,0.64,1.17,2099.05万,4653.67万,-7.18,2.1090,72.59亿,72.59亿
950,300396,ST迪瑞,7.11,-2.34,-7.38,A股,-0.170,7.32,7.08,1.28,0.94,349.83万,2505.34万,-426.09,1.2632,19.39亿,19.36亿
951,600370,*ST三房,1.35,2.27,-7.39,A股,0.030,1.38,1.32,1.42,0.66,5704.95万,7679.92万,41.47,1.1015,54.31亿,54.31亿
952,002548,金新农,4.03,-0.49,-7.39,A股,-0.020,4.09,3.92,3.00,0.92,2417.06万,9662.05万,-4.52,3.1881,33.38亿,32.42亿
953,000078,ST海王,1.61,-4.17,-7.40,A股,-0.070,1.71,1.60,3.17,0.66,8321.00万,1.35亿,73.07,3.4118,42.36亿,42.27亿
954,600481,双良节能,4.85,1.04,-7.42,A股,0.050,4.86,4.65,3.78,0.69,7797.05万,3.72亿,-6.34,2.3061,100.11亿,100.11亿
955,603168,莎普爱思,5.46,0.18,-7.46,A股,0.010,5.58,5.35,1.53,1.01,568.54万,3106.78万,-19.56,1.5416,20.43亿,20.34亿
956,605199,ST葫芦娃,6.37,-0.47,-7.48,A股,-0.030,6.49,6.32,0.37,0.88,148.75万,951.90万,-22.00,6.6422,25.49亿,25.49亿
957,600594,益佰制药,3.33,-0.60,-7.54,A股,-0.020,3.39,3.30,2.24,1.02,1771.06万,5899.31万,-22.33,1.2219,26.37亿,26.37亿
958,600289,ST信通,5.86,-1.18,-7.56,A股,-0.070,6.01,5.84,0.57,1.01,321.34万,1892.50万,-18.55,4.1125,36.98亿,33.16亿
959,603421,鼎信通讯,6.89,1.03,-7.59,A股,0.070,6.97,6.77,1.12,0.84,729.37万,5016.89万,-11.99,1.8671,44.94亿,44.94亿
960,000790,华神科技,3.70,-0.27,-7.61,A股,-0.010,3.79,3.65,2.58,0.84,1605.99万,5927.40万,238.68,3.2130,23.08亿,23.04亿
961,000055,方大集团,3.70,3.64,-7.64,A股,0.130,3.75,3.51,6.07,0.61,4100.85万,1.50亿,35.22,0.7108,39.73亿,25.01亿
962,002285,世联行,2.47,0.82,-7.65,A股,0.020,2.48,2.39,1.98,0.99,3909.10万,9511.29万,-304.73,2.2477,49.22亿,48.79亿
963,000797,中国武夷,2.45,-1.61,-7.67,A股,-0.040,2.51,2.40,1.65,1.07,2594.23万,6329.85万,-9.99,0.8312,38.48亿,38.48亿
964,603398,*ST沐邦,14.20,3.35,-7.78,A股,0.460,14.29,13.60,1.55,0.96,670.67万,9321.05万,-20.73,86.0841,61.58亿,61.58亿
965,688223,晶科能源,5.20,2.56,-7.81,A股,0.130,5.22,4.98,1.11,0.89,1.14亿,5.86亿,-9.89,2.1428,534.01亿,534.01亿
966,002742,三圣股份,3.98,1.27,-7.88,A股,0.050,4.03,3.90,1.04,0.67,543.99万,2159.97万,-84.31,16.9844,27.23亿,20.85亿
967,688339,亿华通-U,20.80,2.87,-7.95,A股,0.580,20.90,19.95,1.89,1.00,370.66万,7602.47万,-24.50,2.5959,50.03亿,40.72亿
968,002775,文科股份,3.85,0.79,-8.02,A股,0.030,3.92,3.73,3.45,0.76,1973.69万,7566.90万,-47.80,-84.5600,24.50亿,22.01亿
969,600159,大龙地产,2.62,-1.87,-8.09,A股,-0.050,2.69,2.54,2.89,0.86,2399.34万,6263.19万,-34.57,1.4919,21.75亿,21.75亿
970,002574,明牌珠宝,4.77,1.27,-8.15,A股,0.060,4.81,4.66,1.14,0.76,601.11万,2851.96万,51.14,0.9267,25.19亿,25.19亿
971,300268,佳沃食品,12.00,0.00,-8.22,A股,0.000,12.47,11.90,1.96,1.34,262.11万,3176.58万,-66.67,-2.0240,20.90亿,16.04亿
972,600716,凤凰股份,3.67,2.23,-8.24,A股,0.080,3.71,3.49,1.33,1.34,1241.24万,4498.97万,-30.53,0.7723,34.35亿,34.35亿
973,001201,东瑞股份,11.10,0.91,-8.33,A股,0.100,11.17,10.93,0.82,0.63,165.60万,1831.21万,-3.79,0.9423,28.61亿,22.36亿
974,600996,贵广网络,8.83,-1.23,-8.35,A股,-0.110,9.18,8.72,3.23,0.88,4027.57万,3.59亿,-10.36,7.0166,110.09亿,110.09亿
975,300510,金冠股份,3.56,1.42,-8.37,A股,0.050,3.58,3.48,1.71,0.78,1411.16万,4994.95万,-24.02,1.5312,29.36亿,29.36亿
976,301126,达嘉维康,9.78,0.93,-8.38,A股,0.090,9.92,9.55,2.75,0.94,379.41万,3701.27万,84.19,1.3390,20.09亿,13.48亿
977,000008,神州高铁,2.54,-0.39,-8.38,A股,-0.010,2.56,2.53,0.66,0.64,1782.50万,4528.43万,-56.74,3.1969,69.00亿,68.99亿
978,920469,富恒新材,7.24,-2.16,-8.40,A股,-0.160,7.36,7.07,5.04,1.00,521.46万,3749.72万,-17.04,3.5441,10.20亿,7.49亿
979,600215,派斯林,6.60,-1.35,-8.45,A股,-0.090,6.78,6.52,2.39,0.81,1090.98万,7225.09万,-33.53,1.2295,30.15亿,30.15亿
980,300237,ST美晨,2.13,-0.47,-8.45,A股,-0.010,2.16,2.12,1.09,0.82,1571.57万,3356.13万,-76.78,68.7892,30.71亿,30.71亿
981,600239,ST云城,1.43,-1.38,-8.46,A股,-0.020,1.47,1.40,1.12,0.71,1798.89万,2569.19万,-24.85,2.2741,22.96亿,22.96亿
982,002036,联创电子,8.90,3.25,-8.47,A股,0.280,9.28,8.56,6.35,0.94,6706.12万,5.98亿,-24.31,9.7513,94.13亿,93.94亿
983,603010,万盛股份,13.85,1.09,-8.48,A股,0.150,14.16,13.29,2.65,1.00,1515.16万,2.07亿,144.16,3.1346,81.03亿,79.05亿
984,600733,北汽蓝谷,5.97,0.51,-8.48,A股,0.030,6.00,5.84,1.18,0.85,6566.36万,3.89亿,-10.92,6.3119,380.12亿,331.66亿
985,600192,长城电工,7.01,0.29,-8.49,A股,0.020,7.05,6.83,1.28,0.93,566.42万,3936.81万,-13.65,4.0767,30.97亿,30.97亿
986,600229,城市传媒,5.57,2.01,-8.49,A股,0.110,5.62,5.39,0.97,1.00,642.98万,3550.75万,34.37,1.3317,36.80亿,36.80亿
987,600691,潞化科技,2.66,-0.75,-8.61,A股,-0.020,2.67,2.55,1.70,1.13,4047.02万,1.06亿,-32.43,2.0321,63.20亿,63.19亿
988,300663,科蓝软件,7.54,0.94,-8.64,A股,0.070,7.64,7.31,3.89,0.91,1785.95万,1.34亿,-31.89,11.2571,36.08亿,34.66亿
989,002109,ST兴化,2.75,-1.43,-8.65,A股,-0.040,2.82,2.71,0.66,0.84,847.49万,2322.33万,-127.09,0.8954,35.10亿,35.10亿
990,000609,*ST中迪,12.55,-1.41,-8.70,A股,-0.180,12.97,12.37,4.58,0.98,1333.89万,1.68亿,-21.69,-11.8101,37.56亿,36.53亿
991,002302,西部建设,4.88,-0.61,-8.78,A股,-0.030,4.93,4.83,0.44,0.79,559.49万,2720.82万,-6.83,0.7947,61.60亿,61.60亿
992,600682,南京新百,6.15,10.02,-8.81,A股,0.560,6.15,5.48,2.78,1.37,3233.51万,1.92亿,67.33,0.5036,82.73亿,71.59亿
993,688680,海优新材,42.80,-0.12,-8.82,A股,-0.050,43.46,42.18,1.51,0.47,147.04万,6292.59万,-27.42,2.5602,41.76亿,41.76亿
994,600217,中再资环,3.25,-0.61,-8.85,A股,-0.020,3.30,3.17,1.04,1.56,1720.32万,5552.64万,-51.99,1.8913,53.87亿,53.87亿
995,600683,京投发展,14.30,-2.32,-8.86,A股,-0.340,15.08,14.16,2.93,0.80,2167.75万,3.15亿,-20.64,-8.4169,105.93亿,105.93亿
996,002030,达安基因,5.72,-1.72,-8.96,A股,-0.100,5.92,5.60,2.83,0.76,3976.27万,2.26亿,-20.45,1.1404,80.28亿,80.28亿
